isc,Voc,FF,PCE,i_Rrad_MPP,i_Rsrh_MPP,i_Raug_MPP,i_RII_MPP,i_RIII_MPP,i_Rrad_OC,i_Rsrh_OC,i_Raug_OC,i_RII_OC,i_RIII_OC,i_Rrad_SC,i_Rsrh_SC,i_Raug_SC,i_RII_SC,i_RIII_SC
156.4612,0.726953726815101,0.674954322173998,7.676934,9.797172,18.66176,0.160376,0.001980587,0.02930379,61.3084404,92.921048,2.23815068,0.142885192,0.144061452,61.3084404,92.921048,2.23815068,0.142885192,0.144061452
192.2377,0.37947651930116,0.5215495509879,3.8046879772,18.9089123,0.0735214674,0.392462981,30.02108779,0.00371992178,26.1437712,0.1016116698,0.614733858,172.1834003,0.00484494768,26.1437712,0.1016116698,0.614733858,172.1834003,0.00484494768
126.6057,0.582228429838223,0.478639458364395,3.528216,0.3288599,1.354944e-05,0.000351718,8.676476,0.0002175105,4.83469604,0.000199157338,0.0197597706,121.745054,0.00366568028,4.83469604,0.000199157338,0.0197597706,121.745054,0.00366568028
178.2849,0.725298217635074,0.802238608501755,10.373725,6.364471,0.002364686,2.681367,3.115281,0.1420579,14.31422,0.005317392,8.973169,151.7069,0.2860606,14.31422,0.005317392,8.973169,151.7069,0.2860606
264.86,1.14998864342505,0.43034825465649,13.1078050092,0.66653344,0.0900614392,0.0456749312,42.35149334,1.046711012,1.094211,0.1338731,0.1121986,151.3283,112.202,1.094211,0.1338731,0.1121986,151.3283,112.202
176.1742,1.03567648012715,0.285715142227426,5.2131434949,7.74549334,0.214704181,0.40092611,54.6884638,0.03263215174,35.3025644,0.880706252,5.01119484,121.61742,13.8464556,35.3025644,0.880706252,5.01119484,121.61742,13.8464556
222.7533,0.795854546569961,0.789003738382076,13.98739725,0.008504499,2.891244e-07,7.832136e-07,8.663778,6.860542,0.0199917296,6.79640336e-07,4.54681624e-06,168.176136,55.0598644,0.0199917296,6.79640336e-07,4.54681624e-06,168.176136,55.0598644
262.7421,1.20332090426414,0.248817400937174,7.86668712,0.71268637,0.00053787318,117.570489,0.00552157731,21.309044,1.18985876,0.000898580868,238.494576,7.26337104,25.9832784,1.18985876,0.000898580868,238.494576,7.26337104,25.9832784
211.1042,0.638671533330084,0.675483109976703,9.107285,27.85535,0.5716499,0.05966277,0.6023211,0.004094117,78.1902216,1.028143324,0.366857196,133.2142876,0.0105544624,78.1902216,1.028143324,0.366857196,133.2142876,0.0105544624
242.0124,0.567510496950355,0.756045866328731,10.38388,0.05079751,0.006730383,0.009438296,34.26846,2.149656e-05,0.2307546752,0.02409858736,0.0974842227200001,243.1663912,0.0001075359672,0.2307546752,0.02409858736,0.0974842227200001,243.1663912,0.0001075359672
